date,home_team,away_team,home_score,away_score,
09/10/1985,Dinamarca,Suíça,0,0,
04/10/1985,Arábia Saudita,Camarões,2,1,
15/09/1985,Camarões,Arábia Saudita,4,1,
11/09/1985,Polônia,Bélgica,0,0,
01/09/1985,Costa Rica,Canadá,0,0,
21/08/1985,França,Uruguai,2,0,
17/08/1985,Canadá,Costa Rica,1,1,
28/07/1985,Tunísia,Arábia Saudita,1,0,
12/07/1985,Arábia Saudita,Catar,0,0,
07/07/1985,Arábia Saudita,Catar,1,0,
16/06/1985,Estados Unidos,Inglaterra,0,5,
15/06/1985,México,Alemanha,2,0,
12/06/1985,Inglaterra,Alemanha,3,0,
09/06/1985,México,Inglaterra,1,0,
02/06/1985,Canadá,Gana,2,1,
31/05/1985,Estados Unidos,Costa Rica,0,1,
26/05/1985,Costa Rica,Estados Unidos,1,1,
26/05/1985,Japão,Uruguai,1,4,
05/05/1985,Brasil,Argentina,2,1,
02/05/1985,Brasil,Uruguai,2,0,
01/05/1985,Bélgica,Polônia,2,0,
30/04/1985,País de Gales,Espanha,3,0,
04/04/1985,Estados Unidos,Canadá,1,1,
02/04/1985,Canadá,Estados Unidos,2,0,
31/03/1985,Equador,Uruguai,0,2,
24/03/1985,Costa Rica,Canadá,0,0,
21/03/1985,Costa Rica,Canadá,1,0,
10/03/1985,Uruguai,Equador,2,1,
24/02/1985,Portugal,Alemanha,1,2,
08/02/1985,Estados Unidos,Suíça,1,1,
06/02/1985,México,Suíça,1,2,
05/02/1985,México,Polônia,5,0,
01/01/1985,Gana,Tunísia,0,2,
13/12/1984,Arábia Saudita,Irã,1,1,
10/12/1984,Coreia do Sul,Catar,0,1,
08/12/1984,Catar,Arábia Saudita,1,1,
04/12/1984,México,Equador,3,2,
02/12/1984,Arábia Saudita,Coreia do Sul,1,1,
02/12/1984,Estados Unidos,Equador,2,2,
30/11/1984,Estados Unidos,Equador,0,0,
31/10/1984,Uruguai,México,1,1,
25/10/1984,Argentina,México,1,1,
24/10/1984,Marrocos,Canadá,3,2,
21/10/1984,Tunísia,Canadá,2,0,
17/10/1984,México,Estados Unidos,2,1,
17/10/1984,Espanha,País de Gales,3,0,
17/10/1984,Suíça,Dinamarca,1,0,
04/10/1984,Coreia do Sul,Camarões,5,0,
30/09/1984,Coreia do Sul,Japão,1,2,
18/09/1984,México,Argentina,1,1,
12/09/1984,Alemanha,Argentina,1,3,
05/09/1984,Bélgica,Argentina,0,2,
01/09/1984,Suíça,Argentina,0,2,
02/08/1984,Argentina,Uruguai,0,0,
18/07/1984,Uruguai,Argentina,1,0,
27/06/1984,França,Espanha,2,0,
24/06/1984,Dinamarca,Espanha,1,1,
23/06/1984,França,Portugal,3,2,
23/06/1984,Marrocos,Senegal,2,1,
21/06/1984,Brasil,Uruguai,1,0,
20/06/1984,Alemanha,Espanha,0,1,
19/06/1984,Dinamarca,Bélgica,3,2,
17/06/1984,Brasil,Argentina,0,0,
17/06/1984,Portugal,Espanha,1,1,
16/06/1984,França,Bélgica,5,0,
14/06/1984,Alemanha,Portugal,0,0,
13/06/1984,Uruguai,Inglaterra,2,0,
12/06/1984,França,Dinamarca,1,0,
10/06/1984,Brasil,Inglaterra,0,2,
26/05/1984,Suíça,Espanha,0,4,
02/05/1984,País de Gales,Inglaterra,1,0,
18/04/1984,França,Alemanha,1,0,
17/04/1984,Polônia,Bélgica,0,1,
11/04/1984,Espanha,Dinamarca,2,1,
27/03/1984,Suíça,Polônia,1,1,
14/03/1984,Holanda,Dinamarca,6,0,
10/03/1984,Arábia Saudita,Catar,1,2,
29/02/1984,Bélgica,Alemanha,0,1,
29/02/1984,França,Inglaterra,2,0,
17/01/1984,Argentina,Polônia,1,1,
06/12/1983,México,Canadá,5,0,
16/11/1983,Holanda,Espanha,2,1,
09/11/1983,Suíça,Bélgica,3,1,
04/11/1983,Brasil,Uruguai,1,1,
28/10/1983,Polônia,Portugal,0,1,
27/10/1983,Uruguai,Brasil,2,0,
05/10/1983,França,Espanha,1,1,
21/09/1983,Bélgica,Holanda,1,1,
21/09/1983,Inglaterra,Dinamarca,0,1,
14/09/1983,Brasil,Argentina,0,0,
07/09/1983,Argentina,Equador,2,2,
07/09/1983,Dinamarca,França,3,1,
01/09/1983,Brasil,Equador,5,0,
24/08/1983,Argentina,Brasil,1,0,
17/08/1983,Equador,Brasil,0,1,
10/08/1983,Equador,Argentina,2,2,
09/08/1983,Costa Rica,Coreia do Sul,1,1,
19/06/1983,Austrália,Inglaterra,1,1,
17/06/1983,Suíça,Brasil,1,2,
15/06/1983,Austrália,Inglaterra,0,1,
15/06/1983,Coreia do Sul,Gana,1,0,
12/06/1983,Austrália,Inglaterra,0,0,
12/06/1983,País de Gales,Brasil,1,1,
08/06/1983,Portugal,Brasil,0,4,
31/05/1983,Bélgica,França,1,1,
23/03/1983,Tunísia,Marrocos,1,0,
22/03/1983,México,Costa Rica,1,0,
15/03/1983,Costa Rica,México,0,1,
10/03/1983,Senegal,Marrocos,0,0,
09/03/1983,Senegal,Marrocos,1,0,
06/03/1983,Japão,Coreia do Sul,1,1,
23/02/1983,Inglaterra,País de Gales,2,1,
23/02/1983,Portugal,Alemanha,1,0,
16/02/1983,Portugal,França,0,3,
16/02/1983,Espanha,Holanda,1,0,
10/11/1982,Holanda,França,1,2,
13/10/1982,Inglaterra,Alemanha,1,2,
12/10/1982,Arábia Saudita,Camarões,0,0,
10/10/1982,Portugal,Polônia,2,1,
06/10/1982,Bélgica,Suíça,3,0,
03/10/1982,Arábia Saudita,Marrocos,2,1,
22/09/1982,Dinamarca,Inglaterra,2,2,
22/09/1982,Alemanha,Bélgica,0,0,
31/08/1982,França,Polônia,0,4,
20/08/1982,Gana,Senegal,2,2,
06/08/1982,Coreia do Sul,Senegal,0,2,
10/07/1982,Polônia,França,3,2,
08/07/1982,Alemanha,França,3,3,
05/07/1982,Espanha,Inglaterra,0,0,
02/07/1982,Argentina,Brasil,1,3,
02/07/1982,Espanha,Alemanha,1,2,
29/06/1982,Alemanha,Inglaterra,0,0,
28/06/1982,Polônia,Bélgica,3,0,
19/06/1982,Polônia,Camarões,0,0,
16/06/1982,Inglaterra,França,3,1,
13/06/1982,Argentina,Bélgica,0,1,
02/06/1982,França,País de Gales,0,1,
27/05/1982,Dinamarca,Bélgica,1,0,
25/05/1982,Inglaterra,Holanda,2,0,
19/05/1982,Brasil,Suíça,1,1,
12/05/1982,Marrocos,Senegal,2,1,
05/05/1982,Brasil,Portugal,3,1,
05/05/1982,Camarões,Gana,0,0,
04/05/1982,Gana,Senegal,0,0,
01/05/1982,Camarões,Senegal,2,1,
28/04/1982,Espanha,Suíça,2,0,
27/04/1982,País de Gales,Inglaterra,0,1,
29/03/1982,Arábia Saudita,Catar,1,0,
24/03/1982,Argentina,Alemanha,1,1,
24/03/1982,Espanha,País de Gales,1,1,
24/03/1982,Suíça,Portugal,2,1,
21/03/1982,Brasil,Alemanha,1,0,
21/03/1982,Coreia do Sul,Japão,3,0,
12/03/1982,Gana,Tunísia,1,0,
09/03/1982,Camarões,Gana,0,0,
05/03/1982,Camarões,Tunísia,1,1,
20/02/1982,Coreia do Sul,Uruguai,2,2,
17/02/1982,Alemanha,Portugal,3,1,
16/12/1981,Espanha,Bélgica,2,0,
29/11/1981,Camarões,Marrocos,2,1,
18/11/1981,França,Holanda,2,0,
18/11/1981,Polônia,Espanha,2,3,
15/11/1981,México,Canadá,1,1,
15/11/1981,Marrocos,Camarões,0,2,
08/11/1981,Tunísia,Camarões,1,1,
01/11/1981,Senegal,Marrocos,2,0,
28/10/1981,Argentina,Polônia,1,2,
17/10/1981,Arábia Saudita,Coreia do Sul,2,0,
14/10/1981,Holanda,Bélgica,3,0,
27/09/1981,Marrocos,Tunísia,2,2,
23/09/1981,Portugal,Polônia,2,0,
09/09/1981,Bélgica,França,2,0,
02/09/1981,Polônia,Alemanha,0,2,
01/09/1981,Suíça,Holanda,2,1,
08/07/1981,Brasil,Espanha,1,0,
21/06/1981,Coreia do Sul,Japão,2,0,
20/06/1981,Portugal,Espanha,2,0,
30/05/1981,Suíça,Inglaterra,2,1,
20/05/1981,Inglaterra,País de Gales,0,0,
19/05/1981,Alemanha,Brasil,1,2,
15/05/1981,França,Brasil,1,3,
12/05/1981,Inglaterra,Brasil,0,1,
29/04/1981,França,Bélgica,3,2,
26/04/1981,Senegal,Tunísia,0,0,
12/04/1981,Tunísia,Senegal,1,0,
31/03/1981,Arábia Saudita,Catar,1,0,
25/03/1981,Inglaterra,Espanha,1,2,
25/03/1981,Holanda,França,1,0,
08/03/1981,Japão,Coreia do Sul,0,1,
08/03/1981,Arábia Saudita,Tunísia,1,2,
18/02/1981,Espanha,França,1,0,
14/02/1981,Equador,Brasil,0,6,
11/02/1981,México,Coreia do Sul,4,0,
01/02/1981,Japão,Polônia,0,3,
30/01/1981,Japão,Polônia,1,4,
27/01/1981,Japão,Polônia,2,4,
25/01/1981,Japão,Polônia,0,2,
11/01/1981,Tunísia,Catar,4,0,
10/01/1981,Uruguai,Brasil,2,1,
07/01/1981,Brasil,Alemanha,4,1,
04/01/1981,Argentina,Brasil,1,1,
01/01/1981,Argentina,Alemanha,2,1,
30/12/1980,Uruguai,Holanda,2,0,
21/12/1980,Brasil,Suíça,2,0,
18/12/1980,Uruguai,Suíça,4,0,
16/12/1980,Argentina,Suíça,5,0,
23/11/1980,Estados Unidos,México,2,1,
19/11/1980,Bélgica,Holanda,1,0,
19/11/1980,Inglaterra,Suíça,2,1,
19/11/1980,Alemanha,França,4,1,
16/11/1980,México,Canadá,1,1,
12/11/1980,Espanha,Polônia,1,2,
09/11/1980,México,Estados Unidos,5,1,
01/11/1980,Canadá,Estados Unidos,2,1,
25/10/1980,Estados Unidos,Canadá,0,0,
20/10/1980,Coreia do Sul,Marrocos,1,1,
18/10/1980,Canadá,México,1,1,
12/10/1980,Argentina,Polônia,2,1,
11/10/1980,Holanda,Alemanha,1,1,
07/10/1980,Portugal,Estados Unidos,1,1,
19/09/1980,Catar,Coreia do Sul,0,2,
10/09/1980,Suíça,Alemanha,2,3,
27/08/1980,Brasil,Uruguai,1,0,
27/08/1980,Suíça,Dinamarca,1,1,
26/08/1980,Austrália,México,1,1,
24/08/1980,Austrália,México,2,2,
06/07/1980,Marrocos,Senegal,0,0,
29/06/1980,Brasil,Polônia,1,1,
22/06/1980,Bélgica,Alemanha,1,2,
22/06/1980,Senegal,Marrocos,0,1,
18/06/1980,Espanha,Inglaterra,1,2,
15/06/1980,Bélgica,Espanha,2,1,
14/06/1980,Alemanha,Holanda,3,2,
12/06/1980,Bélgica,Inglaterra,1,1,
08/06/1980,Brasil,México,2,0,
08/06/1980,Tunísia,Marrocos,0,1,
31/05/1980,Austrália,Inglaterra,1,2,
21/05/1980,Dinamarca,Espanha,2,2,
17/05/1980,País de Gales,Inglaterra,4,1,
13/05/1980,Inglaterra,Argentina,3,1,
13/05/1980,Alemanha,Polônia,3,1,
05/04/1980,Senegal,Tunísia,0,2,
02/04/1980,Bélgica,Polônia,2,1,
26/03/1980,França,Holanda,0,0,
26/03/1980,Espanha,Inglaterra,0,2,
18/03/1980,Bélgica,Uruguai,2,0,
16/03/1980,Gana,Marrocos,0,1,
27/02/1980,Marrocos,Tunísia,0,0,
26/02/1980,México,Coreia do Sul,0,1,
25/02/1980,Marrocos,Senegal,3,2,
17/02/1980,Marrocos,Polônia,1,0,
01/02/1980,Arábia Saudita,Coreia do Sul,0,0,
30/01/1980,Arábia Saudita,Coreia do Sul,1,3,
27/01/1980,Gana,Tunísia,4,1,
23/01/1980,Espanha,Holanda,1,0,
26/12/1979,Tunísia,Senegal,3,1,
14/11/1979,Espanha,Dinamarca,1,3,
17/10/1979,Bélgica,Portugal,2,0,
17/10/1979,Alemanha,País de Gales,5,1,
17/10/1979,Holanda,Polônia,1,1,
10/10/1979,França,Estados Unidos,3,0,
26/09/1979,Holanda,Bélgica,1,0,
26/09/1979,Espanha,Portugal,1,1,
16/09/1979,Uruguai,Equador,2,1,
12/09/1979,Inglaterra,Dinamarca,1,0,
12/09/1979,Alemanha,Argentina,2,1,
12/09/1979,Suíça,Polônia,0,2,
05/09/1979,Equador,Uruguai,2,1,
23/08/1979,Argentina,Brasil,2,2,
02/08/1979,Brasil,Argentina,2,1,
16/06/1979,Coreia do Sul,Japão,4,1,
31/05/1979,Brasil,Uruguai,5,1,
23/05/1979,Inglaterra,País de Gales,0,0,
22/05/1979,Argentina,Holanda,0,0,
02/05/1979,Polônia,Holanda,2,0,
02/05/1979,Estados Unidos,França,0,6,
02/05/1979,País de Gales,Alemanha,0,2,
04/04/1979,Arábia Saudita,Catar,7,0,
28/03/1979,Holanda,Suíça,3,0,
04/03/1979,Japão,Coreia do Sul,2,1,
18/02/1979,Tunísia,Polônia,0,2,
20/12/1978,Alemanha,Holanda,3,1,
15/11/1978,Polônia,Suíça,2,0,
08/11/1978,França,Espanha,1,0,
11/10/1978,Portugal,Bélgica,1,1,
11/10/1978,Suíça,Holanda,1,3,
20/09/1978,Dinamarca,Inglaterra,3,4,
20/09/1978,Portugal,Estados Unidos,1,0,
06/09/1978,Suíça,Estados Unidos,2,0,
19/07/1978,Japão,Coreia do Sul,0,4,
25/06/1978,Argentina,Holanda,3,1,
21/06/1978,Brasil,Polônia,3,1,
18/06/1978,Argentina,Brasil,0,0,
18/06/1978,Alemanha,Holanda,2,2,
14/06/1978,Argentina,Polônia,2,0,
10/06/1978,Alemanha,Tunísia,0,0,
10/06/1978,México,Polônia,1,3,
07/06/1978,Brasil,Espanha,0,0,
06/06/1978,Argentina,França,2,1,
06/06/1978,Alemanha,México,6,0,
06/06/1978,Polônia,Tunísia,1,0,
03/06/1978,Irã,Holanda,0,3,
02/06/1978,México,Tunísia,1,3,
01/06/1978,Alemanha,Polônia,0,0,
24/05/1978,Uruguai,Espanha,0,0,
19/05/1978,França,Tunísia,2,0,
19/05/1978,Irã,Gana,3,0,
13/05/1978,País de Gales,Inglaterra,1,3,
11/05/1978,França,Irã,2,1,
03/05/1978,Argentina,Uruguai,3,0,
26/04/1978,Espanha,México,2,0,
25/04/1978,Uruguai,Argentina,2,0,
19/04/1978,Inglaterra,Brasil,1,1,
18/04/1978,Irã,País de Gales,0,1,
05/04/1978,Alemanha,Brasil,0,1,
05/04/1978,Tunísia,Holanda,0,4,
01/04/1978,França,Brasil,1,0,
14/03/1978,Gana,Tunísia,1,0,
08/03/1978,França,Portugal,2,0,
06/03/1978,Marrocos,Tunísia,1,1,
22/02/1978,Alemanha,Inglaterra,2,1,
14/12/1977,Alemanha,País de Gales,1,1,
25/11/1977,Irã,Austrália,1,0,
16/11/1977,Alemanha,Suíça,4,1,
11/11/1977,Irã,Coreia do Sul,2,2,
29/10/1977,Polônia,Portugal,1,1,
26/10/1977,Holanda,Bélgica,1,0,
23/10/1977,Coreia do Sul,Austrália,0,0,
22/10/1977,México,Canadá,3,1,
09/10/1977,Dinamarca,Portugal,2,4,
27/09/1977,México,Estados Unidos,3,0,
21/09/1977,Polônia,Dinamarca,4,1,
21/09/1977,Suíça,Espanha,1,2,
07/09/1977,Inglaterra,Suíça,0,0,
27/08/1977,Austrália,Coreia do Sul,2,1,
14/08/1977,Austrália,Irã,0,1,
27/07/1977,Irã,Marrocos,1,1,
03/07/1977,Coreia do Sul,Irã,0,0,
30/06/1977,Brasil,França,2,2,
26/06/1977,Argentina,França,0,0,
19/06/1977,Brasil,Polônia,3,1,
15/06/1977,Coreia do Sul,Japão,2,1,
15/06/1977,Uruguai,Inglaterra,0,0,
14/06/1977,México,Alemanha,2,2,
12/06/1977,Argentina,Inglaterra,1,1,
12/06/1977,Brasil,Alemanha,1,1,
08/06/1977,Brasil,Inglaterra,0,0,
08/06/1977,Uruguai,Alemanha,0,2,
05/06/1977,Argentina,Alemanha,1,3,
31/05/1977,Inglaterra,País de Gales,0,1,
29/05/1977,Argentina,Polônia,3,1,
28/05/1977,Senegal,Marrocos,3,2,
01/05/1977,Dinamarca,Polônia,1,2,
23/04/1977,Suíça,França,0,4,
22/04/1977,Irã,Arábia Saudita,2,0,
03/04/1977,Coreia do Sul,Japão,1,0,
30/03/1977,Portugal,Suíça,1,0,
26/03/1977,Bélgica,Holanda,0,2,
26/03/1977,Japão,Coreia do Sul,0,0,
22/03/1977,Argentina,Irã,1,1,
08/03/1977,Catar,Tunísia,1,0,
23/02/1977,França,Alemanha,1,0,
09/02/1977,Inglaterra,Holanda,0,2,
02/02/1977,Senegal,Dinamarca,2,3,
09/01/1977,Tunísia,Marrocos,1,1,
07/01/1977,Arábia Saudita,Irã,0,3,
04/01/1977,Uruguai,Equador,1,1,
22/12/1976,Canadá,Estados Unidos,3,0,
12/12/1976,Marrocos,Tunísia,1,1,
04/12/1976,Japão,Coreia do Sul,1,2,
17/11/1976,Portugal,Dinamarca,1,0,
27/10/1976,México,Canadá,0,0,
20/10/1976,Equador,Uruguai,2,2,
20/10/1976,Estados Unidos,Canadá,2,0,
16/10/1976,Portugal,Polônia,0,2,
15/10/1976,México,Estados Unidos,3,0,
10/10/1976,Canadá,México,1,0,
06/10/1976,País de Gales,Alemanha,0,2,
03/10/1976,Estados Unidos,México,0,0,
30/09/1976,Arábia Saudita,Tunísia,0,1,
24/09/1976,Canadá,Estados Unidos,1,1,
12/09/1976,Arábia Saudita,Marrocos,0,2,
01/09/1976,Dinamarca,França,1,1,
18/08/1976,Japão,Coreia do Sul,0,0,
09/06/1976,Uruguai,Argentina,0,3,
04/06/1976,México,Brasil,0,3,
23/05/1976,Brasil,Inglaterra,1,0,
22/05/1976,Bélgica,Holanda,1,2,
22/05/1976,Alemanha,Espanha,2,0,
19/05/1976,Brasil,Argentina,2,0,
11/05/1976,Suíça,Polônia,2,1,
08/05/1976,País de Gales,Inglaterra,0,1,
28/04/1976,Brasil,Uruguai,2,1,
25/04/1976,Holanda,Bélgica,5,0,
24/04/1976,França,Polônia,2,0,
24/04/1976,Espanha,Alemanha,1,1,
08/04/1976,Argentina,Uruguai,4,1,
26/03/1976,Catar,Arábia Saudita,1,0,
24/03/1976,Polônia,Argentina,1,2,
24/03/1976,País de Gales,Inglaterra,1,2,
27/02/1976,Argentina,Brasil,1,2,
25/02/1976,Uruguai,Brasil,1,2,
20/02/1976,Arábia Saudita,Marrocos,0,2,
19/11/1975,Portugal,Inglaterra,1,1,
15/11/1975,França,Bélgica,0,0,
15/10/1975,Holanda,Polônia,3,0,
12/10/1975,Espanha,Dinamarca,2,0,
10/09/1975,Polônia,Holanda,4,1,
08/09/1975,Coreia do Sul,Japão,3,0,
03/09/1975,Suíça,Inglaterra,1,2,
31/08/1975,México,Argentina,1,1,
24/08/1975,México,Estados Unidos,2,0,
21/08/1975,Argentina,Estados Unidos,6,0,
19/08/1975,Costa Rica,Estados Unidos,3,1,
17/08/1975,México,Costa Rica,7,0,
16/08/1975,Argentina,Brasil,0,1,
09/08/1975,Japão,Coreia do Sul,1,3,
06/08/1975,Brasil,Argentina,2,1,
18/07/1975,Uruguai,Argentina,2,3,
13/07/1975,Marrocos,Gana,2,0,
09/07/1975,Canadá,Polônia,1,4,
06/07/1975,Canadá,Polônia,1,8,
29/06/1975,Gana,Marrocos,2,0,
24/06/1975,Estados Unidos,Polônia,0,4,
21/05/1975,Inglaterra,País de Gales,2,2,
17/05/1975,Alemanha,Holanda,1,1,
30/04/1975,Bélgica,Holanda,1,0,
26/04/1975,França,Portugal,0,2,
14/04/1975,Arábia Saudita,Catar,0,1,
04/04/1975,Arábia Saudita,Catar,2,1,
26/03/1975,Polônia,Estados Unidos,7,0,
22/03/1975,Marrocos,Senegal,4,0,
22/03/1975,Senegal,Marrocos,2,1,
12/03/1975,Inglaterra,Alemanha,2,0,
09/03/1975,Brasil,Portugal,2,1,
02/03/1975,Marrocos,Tunísia,0,0,
20/11/1974,Inglaterra,Portugal,0,0,
13/11/1974,Suíça,Portugal,3,0,
31/10/1974,Polônia,Canadá,2,0,
12/10/1974,Argentina,Espanha,1,1,
12/10/1974,Bélgica,França,2,1,
09/10/1974,Holanda,Suíça,1,0,
01/10/1974,Marrocos,Tunísia,3,1,
28/09/1974,Japão,Coreia do Sul,4,1,
25/09/1974,Dinamarca,Espanha,1,2,
08/09/1974,Estados Unidos,México,0,1,
07/09/1974,Polônia,França,0,2,
05/09/1974,México,Estados Unidos,3,1,
04/09/1974,Suíça,Alemanha,1,2,
07/07/1974,Alemanha,Holanda,2,1,
06/07/1974,Brasil,Polônia,0,1,
03/07/1974,Alemanha,Polônia,1,0,
03/07/1974,Holanda,Brasil,2,0,
30/06/1974,Argentina,Brasil,1,2,
26/06/1974,Holanda,Argentina,4,0,
18/06/1974,Alemanha,Austrália,3,0,
15/06/1974,Polônia,Argentina,3,2,
15/06/1974,Uruguai,Holanda,0,2,
26/05/1974,Holanda,Argentina,4,1,
22/05/1974,Inglaterra,Argentina,2,2,
18/05/1974,França,Argentina,0,1,
11/05/1974,País de Gales,Inglaterra,0,2,
01/05/1974,Suíça,Bélgica,0,1,
17/04/1974,Bélgica,Polônia,1,1,
03/04/1974,Portugal,Inglaterra,0,0,
31/03/1974,Brasil,México,1,1,
26/03/1974,Catar,Arábia Saudita,1,3,
16/03/1974,Catar,Arábia Saudita,0,2,
06/03/1974,Arábia Saudita,Marrocos,0,0,
27/02/1974,Catar,Marrocos,0,1,
23/02/1974,Espanha,Alemanha,1,0,
24/11/1973,Alemanha,Espanha,2,1,
21/11/1973,França,Dinamarca,3,0,
18/11/1973,Holanda,Bélgica,0,0,
13/11/1973,Austrália,Coreia do Sul,1,0,
10/11/1973,Coreia do Sul,Austrália,2,2,
28/10/1973,Austrália,Coreia do Sul,0,0,
17/10/1973,Inglaterra,Polônia,1,1,
16/10/1973,México,Estados Unidos,2,0,
13/10/1973,Alemanha,França,2,1,
10/10/1973,Holanda,Polônia,1,1,
26/09/1973,Polônia,País de Gales,3,0,
24/08/1973,Irã,Austrália,2,0,
18/08/1973,Austrália,Irã,3,0,
12/08/1973,Estados Unidos,Polônia,1,0,
10/08/1973,Estados Unidos,Polônia,0,4,
08/08/1973,México,Polônia,1,2,
05/08/1973,Canadá,Estados Unidos,0,2,
05/08/1973,México,Polônia,0,1,
03/08/1973,Estados Unidos,Polônia,0,1,
01/08/1973,Canadá,Polônia,1,3,
08/07/1973,Uruguai,Equador,4,0,
01/07/1973,Equador,Uruguai,1,2,
23/06/1973,Coreia do Sul,Japão,2,0,
16/06/1973,Alemanha,Brasil,0,1,
06/06/1973,Polônia,Inglaterra,2,0,
06/06/1973,Tunísia,Brasil,1,4,
23/05/1973,Uruguai,Argentina,1,1,
17/05/1973,Argentina,Uruguai,1,1,
15/05/1973,Inglaterra,País de Gales,3,0,
02/05/1973,Holanda,Espanha,3,2,
21/04/1973,Senegal,Gana,1,0,
08/04/1973,Gana,Senegal,3,2,
28/03/1973,País de Gales,Polônia,2,0,
20/03/1973,Polônia,Estados Unidos,4,0,
03/03/1973,França,Portugal,1,2,
17/02/1973,Marrocos,Senegal,3,1,
14/02/1973,Alemanha,Argentina,2,3,
06/02/1973,México,Argentina,2,0,
24/01/1973,Inglaterra,País de Gales,1,1,
03/12/1972,Senegal,Marrocos,1,2,
19/11/1972,Bélgica,Holanda,0,0,
19/11/1972,Marrocos,Senegal,0,0,
15/11/1972,Alemanha,Suíça,5,1,
15/11/1972,País de Gales,Inglaterra,0,1,
24/10/1972,Coreia do Sul,Austrália,0,2,
22/10/1972,Coreia do Sul,Austrália,1,1,
12/10/1972,México,Costa Rica,3,1,
11/10/1972,Espanha,Argentina,1,0,
04/10/1972,Dinamarca,Suíça,1,1,
14/09/1972,Japão,Coreia do Sul,2,2,
10/09/1972,Estados Unidos,México,1,2,
06/09/1972,México,Canadá,2,1,
03/09/1972,México,Estados Unidos,3,1,
29/08/1972,Estados Unidos,Canadá,2,2,
24/08/1972,Canadá,México,0,1,
20/08/1972,Canadá,Estados Unidos,3,2,
06/08/1972,Costa Rica,México,1,0,
26/07/1972,Japão,Coreia do Sul,0,3,
09/07/1972,Brasil,Portugal,1,0,
06/07/1972,Argentina,Uruguai,1,0,
02/07/1972,Portugal,Uruguai,1,1,
29/06/1972,Argentina,Portugal,1,3,
25/06/1972,Argentina,França,0,0,
21/06/1972,Equador,Irã,1,1,
14/06/1972,Bélgica,Alemanha,1,2,
14/06/1972,Irã,Portugal,0,3,
11/06/1972,Equador,Portugal,0,3,
23/05/1972,Espanha,Uruguai,2,0,
20/05/1972,País de Gales,Inglaterra,0,3,
19/05/1972,Irã,Coreia do Sul,2,1,
13/05/1972,Alemanha,Inglaterra,0,0,
10/05/1972,Polônia,Suíça,0,0,
29/04/1972,Inglaterra,Alemanha,1,3,
24/03/1972,Arábia Saudita,Catar,4,0,
17/02/1972,Senegal,Marrocos,1,3,
02/12/1971,Costa Rica,México,0,1,
21/11/1971,Portugal,Bélgica,1,1,
17/11/1971,Alemanha,Polônia,0,0,
10/11/1971,Inglaterra,Suíça,1,1,
13/10/1971,Suíça,Inglaterra,2,3,
10/10/1971,Polônia,Alemanha,1,3,
12/09/1971,Coreia do Sul,Irã,0,2,
10/09/1971,Coreia do Sul,Irã,2,0,
08/09/1971,Alemanha,México,5,0,
31/07/1971,Argentina,Brasil,2,2,
28/07/1971,Argentina,Brasil,1,1,
28/07/1971,Dinamarca,Japão,3,2,
18/07/1971,Uruguai,Argentina,1,1,
14/07/1971,Argentina,Uruguai,1,0,
30/06/1971,Dinamarca,Alemanha,1,3,
26/05/1971,Dinamarca,Bélgica,1,2,
19/05/1971,Inglaterra,País de Gales,0,0,
12/05/1971,Portugal,Dinamarca,5,0,
05/05/1971,Suíça,Polônia,2,4,
17/03/1971,Espanha,França,2,2,
10/03/1971,Senegal,Camarões,3,0,
07/03/1971,Camarões,Senegal,1,2,
04/03/1971,Camarões,Senegal,1,1,
17/02/1971,Bélgica,Portugal,3,0,
13/01/1971,Argentina,França,2,0,
08/01/1971,Argentina,França,3,4,
25/11/1970,Bélgica,Dinamarca,2,0,
15/11/1970,Bélgica,França,1,2,
04/11/1970,Irã,Austrália,1,2,
14/10/1970,Dinamarca,Portugal,0,1,
30/09/1970,Brasil,México,2,1,
02/09/1970,Polônia,Dinamarca,5,0,
02/08/1970,Japão,Coreia do Sul,1,1,
20/06/1970,Alemanha,Uruguai,1,0,
17/06/1970,Brasil,Uruguai,3,1,
14/06/1970,Inglaterra,Alemanha,2,3,
11/06/1970,México,Bélgica,1,0,
07/06/1970,Brasil,Inglaterra,1,0,
03/06/1970,Alemanha,Marrocos,2,1,
24/05/1970,Equador,Inglaterra,0,2,
19/05/1970,Dinamarca,Polônia,0,2,
03/05/1970,Suíça,França,2,1,
29/04/1970,México,Equador,4,2,
22/04/1970,Suíça,Espanha,0,1,
18/04/1970,País de Gales,Inglaterra,1,1,
15/04/1970,Uruguai,Argentina,2,1,
08/04/1970,Argentina,Uruguai,2,1,
02/04/1970,Arábia Saudita,Catar,1,1,
08/03/1970,Brasil,Argentina,2,1,
04/03/1970,Brasil,Argentina,0,2,
25/02/1970,Bélgica,Inglaterra,1,3,
11/02/1970,Espanha,Alemanha,2,0,
14/01/1970,Inglaterra,Holanda,0,0,
10/12/1969,Inglaterra,Portugal,1,0,
30/11/1969,Costa Rica,México,2,0,
05/11/1969,México,Bélgica,1,0,
05/11/1969,Holanda,Inglaterra,0,1,
02/11/1969,Suíça,Portugal,1,1,
20/10/1969,Coreia do Sul,Austrália,1,1,
18/10/1969,Coreia do Sul,Japão,2,0,
16/10/1969,Austrália,Japão,1,1,
14/10/1969,Coreia do Sul,Austrália,1,2,
12/10/1969,Coreia do Sul,Japão,2,2,
10/10/1969,Japão,Austrália,1,3,
07/09/1969,Polônia,Holanda,2,1,
