date,home_team,away_team,home_score,away_score,
13/10/2004,Canadá,Costa Rica,1,3,
13/10/2004,Catar,Irã,2,3,
13/10/2004,País de Gales,Polônia,2,3,
09/10/2004,Argentina,Uruguai,4,2,
09/10/2004,Inglaterra,País de Gales,2,0,
09/10/2004,Irã,Alemanha,0,2,
09/10/2004,Espanha,Bélgica,2,0,
08/09/2004,Costa Rica,Canadá,1,0,
08/09/2004,Alemanha,Brasil,1,1,
08/09/2004,Polônia,Inglaterra,1,2,
05/09/2004,Uruguai,Equador,1,0,
04/09/2004,Marrocos,Tunísia,1,1,
18/08/2004,Japão,Argentina,1,2,
18/08/2004,Polônia,Dinamarca,1,5,
31/07/2004,Coreia do Sul,Irã,3,4,
28/07/2004,Japão,Irã,0,0,
25/07/2004,Argentina,Brasil,2,2,
21/07/2004,Uruguai,Brasil,1,1,
18/07/2004,México,Brasil,0,4,
13/07/2004,Argentina,Uruguai,4,2,
13/07/2004,Japão,Sérvia,1,0,
13/07/2004,México,Equador,2,1,
11/07/2004,Brasil,Costa Rica,4,1,
11/07/2004,Estados Unidos,Polônia,1,1,
10/07/2004,Argentina,México,0,1,
10/07/2004,Uruguai,Equador,2,1,
07/07/2004,Argentina,Equador,6,1,
07/07/2004,México,Uruguai,2,2,
30/06/2004,Portugal,Holanda,2,1,
24/06/2004,Portugal,Inglaterra,2,2,
21/06/2004,Croácia,Inglaterra,2,4,
21/06/2004,Suíça,França,1,3,
20/06/2004,Portugal,Espanha,1,0,
17/06/2004,Croácia,França,2,2,
17/06/2004,Inglaterra,Suíça,3,0,
15/06/2004,Alemanha,Holanda,1,1,
13/06/2004,França,Inglaterra,2,1,
13/06/2004,Suíça,Croácia,0,0,
05/06/2004,Dinamarca,Croácia,1,2,
02/06/2004,Brasil,Argentina,3,1,
02/06/2004,Suíça,Alemanha,0,2,
01/06/2004,Inglaterra,Japão,1,1,
30/05/2004,País de Gales,Canadá,1,0,
29/05/2004,Holanda,Bélgica,0,1,
20/05/2004,França,Brasil,0,0,
28/04/2004,Marrocos,Argentina,0,1,
28/04/2004,Estados Unidos,México,1,0,
31/03/2004,Alemanha,Bélgica,3,0,
31/03/2004,México,Costa Rica,2,0,
31/03/2004,Holanda,França,0,0,
31/03/2004,Polônia,Estados Unidos,0,1,
31/03/2004,Espanha,Dinamarca,2,0,
30/03/2004,Argentina,Equador,1,0,
10/03/2004,México,Equador,2,1,
18/02/2004,Bélgica,França,0,2,
18/02/2004,Croácia,Alemanha,1,2,
18/02/2004,Irã,Catar,3,1,
18/02/2004,Marrocos,Suíça,2,1,
18/02/2004,Holanda,Estados Unidos,1,0,
18/02/2004,Portugal,Inglaterra,1,1,
14/02/2004,Tunísia,Marrocos,2,1,
07/02/2004,Tunísia,Senegal,1,0,
29/12/2003,Arábia Saudita,Catar,0,0,
10/12/2003,Japão,Coreia do Sul,0,0,
19/11/2003,Brasil,Uruguai,3,3,
19/11/2003,Japão,Camarões,0,0,
16/11/2003,Inglaterra,Dinamarca,2,3,
16/11/2003,Polônia,Sérvia,4,3,
15/11/2003,Alemanha,França,0,3,
15/10/2003,México,Uruguai,0,2,
11/10/2003,Tunísia,Marrocos,0,0,
11/10/2003,País de Gales,Sérvia,2,3,
08/10/2003,Tunísia,Japão,0,1,
10/09/2003,Bélgica,Croácia,2,1,
10/09/2003,Brasil,Equador,1,0,
10/09/2003,Japão,Senegal,0,1,
06/09/2003,Portugal,Espanha,0,3,
20/08/2003,Argentina,Uruguai,3,2,
20/08/2003,Bélgica,Holanda,1,1,
20/08/2003,Inglaterra,Croácia,3,1,
20/08/2003,Sérvia,País de Gales,1,0,
20/08/2003,Suíça,França,0,2,
27/07/2003,México,Brasil,1,0,
26/07/2003,Estados Unidos,Costa Rica,3,2,
24/07/2003,México,Costa Rica,2,0,
23/07/2003,Estados Unidos,Brasil,1,2,
16/07/2003,Argentina,Uruguai,2,2,
13/07/2003,México,Brasil,1,0,
12/07/2003,Costa Rica,Canadá,0,1,
29/06/2003,França,Camarões,1,0,
23/06/2003,Estados Unidos,Camarões,0,0,
21/06/2003,Brasil,Estados Unidos,1,0,
20/06/2003,França,Japão,2,1,
19/06/2003,Brasil,Camarões,0,1,
11/06/2003,Coreia do Sul,Argentina,0,1,
08/06/2003,Japão,Argentina,1,4,
08/06/2003,Coreia do Sul,Uruguai,0,2,
03/06/2003,Inglaterra,Sérvia,2,1,
01/06/2003,Alemanha,Canadá,4,1,
31/05/2003,Japão,Coreia do Sul,0,1,
26/05/2003,Estados Unidos,País de Gales,2,0,
08/05/2003,Estados Unidos,México,0,0,
30/04/2003,Bélgica,Polônia,3,1,
30/04/2003,Alemanha,Sérvia,1,0,
30/04/2003,México,Brasil,0,0,
30/04/2003,Holanda,Portugal,1,1,
30/04/2003,Espanha,Equador,4,0,
30/04/2003,Tunísia,Senegal,1,0,
16/04/2003,Coreia do Sul,Japão,0,1,
30/03/2003,Tunísia,Camarões,1,0,
29/03/2003,Croácia,Bélgica,4,0,
29/03/2003,Portugal,Brasil,2,1,
28/03/2003,Japão,Uruguai,2,2,
27/03/2003,Tunísia,Gana,2,2,
12/02/2003,Croácia,Polônia,0,0,
12/02/2003,Inglaterra,Austrália,1,3,
12/02/2003,Marrocos,Senegal,1,0,
12/02/2003,Holanda,Argentina,1,0,
12/02/2003,Espanha,Alemanha,3,1,
08/02/2003,Estados Unidos,Argentina,0,1,
04/02/2003,México,Argentina,0,1,
04/02/2003,Uruguai,Irã,1,1,
18/01/2003,Estados Unidos,Canadá,4,0,
20/11/2002,Dinamarca,Polônia,2,0,
20/11/2002,Equador,Costa Rica,2,2,
20/11/2002,França,Sérvia,3,0,
20/11/2002,Alemanha,Holanda,1,3,
20/11/2002,Japão,Argentina,0,2,
20/11/2002,Coreia do Sul,Brasil,2,3,
16/10/2002,Costa Rica,Equador,1,1,
12/10/2002,Portugal,Tunísia,1,1,
17/09/2002,Irã,Marrocos,1,1,
07/09/2002,Inglaterra,Portugal,1,1,
21/08/2002,Croácia,País de Gales,1,1,
21/08/2002,Polônia,Bélgica,1,1,
21/08/2002,Tunísia,França,1,1,
30/06/2002,Alemanha,Brasil,0,2,
25/06/2002,Coreia do Sul,Alemanha,0,1,
22/06/2002,Coreia do Sul,Espanha,0,0,
21/06/2002,Inglaterra,Brasil,1,2,
21/06/2002,Alemanha,Estados Unidos,1,0,
17/06/2002,Brasil,Bélgica,2,0,
17/06/2002,México,Estados Unidos,0,2,
15/06/2002,Dinamarca,Inglaterra,0,3,
14/06/2002,Japão,Tunísia,2,0,
14/06/2002,Coreia do Sul,Portugal,1,0,
14/06/2002,Polônia,Estados Unidos,3,1,
13/06/2002,Costa Rica,Brasil,2,5,
13/06/2002,Equador,Croácia,1,0,
11/06/2002,Camarões,Alemanha,0,2,
11/06/2002,Dinamarca,França,2,0,
11/06/2002,Senegal,Uruguai,3,3,
10/06/2002,Coreia do Sul,Estados Unidos,1,1,
10/06/2002,Portugal,Polônia,4,0,
10/06/2002,Tunísia,Bélgica,1,1,
09/06/2002,México,Equador,2,1,
07/06/2002,Argentina,Inglaterra,0,1,
06/06/2002,Camarões,Arábia Saudita,1,0,
06/06/2002,Dinamarca,Senegal,1,1,
06/06/2002,França,Uruguai,0,0,
05/06/2002,Estados Unidos,Portugal,3,2,
04/06/2002,Japão,Bélgica,2,2,
04/06/2002,Coreia do Sul,Polônia,2,0,
03/06/2002,Croácia,México,0,1,
01/06/2002,Alemanha,Arábia Saudita,8,0,
01/06/2002,Uruguai,Dinamarca,1,2,
31/05/2002,França,Senegal,0,1,
26/05/2002,Bélgica,Costa Rica,1,0,
26/05/2002,Camarões,Inglaterra,2,2,
26/05/2002,Dinamarca,Tunísia,2,1,
26/05/2002,Coreia do Sul,França,2,3,
23/05/2002,Equador,Senegal,0,1,
21/05/2002,Coreia do Sul,Inglaterra,1,1,
19/05/2002,Estados Unidos,Holanda,0,2,
18/05/2002,França,Bélgica,1,2,
17/05/2002,Dinamarca,Camarões,2,1,
15/05/2002,Suíça,Canadá,1,3,
14/05/2002,Arábia Saudita,Senegal,3,2,
14/05/2002,País de Gales,Alemanha,1,0,
12/05/2002,Estados Unidos,Uruguai,2,1,
08/05/2002,Equador,Sérvia,1,0,
21/04/2002,Coreia do Sul,Costa Rica,2,0,
17/04/2002,Alemanha,Argentina,0,1,
17/04/2002,Japão,Costa Rica,1,1,
17/04/2002,Portugal,Brasil,1,1,
27/03/2002,Argentina,Camarões,2,2,
27/03/2002,Brasil,Sérvia,1,0,
27/03/2002,Alemanha,Estados Unidos,4,2,
27/03/2002,Holanda,Espanha,1,0,
27/03/2002,Polônia,Japão,0,2,
27/03/2002,Arábia Saudita,Uruguai,3,2,
13/03/2002,Tunísia,Coreia do Sul,0,0,
10/03/2002,Estados Unidos,Equador,1,0,
13/02/2002,México,Sérvia,1,2,
13/02/2002,Holanda,Inglaterra,1,1,
13/02/2002,Arábia Saudita,Dinamarca,0,1,
13/02/2002,Espanha,Portugal,1,1,
13/02/2002,Uruguai,Coreia do Sul,2,1,
13/02/2002,País de Gales,Argentina,1,1,
10/02/2002,Senegal,Camarões,0,0,
06/02/2002,Arábia Saudita,Brasil,0,1,
02/02/2002,Canadá,Coreia do Sul,2,1,
02/02/2002,Estados Unidos,Costa Rica,2,0,
31/01/2002,Senegal,Tunísia,0,0,
30/01/2002,Costa Rica,Coreia do Sul,3,1,
30/01/2002,Estados Unidos,Canadá,0,0,
30/01/2002,Arábia Saudita,Catar,3,1,
27/01/2002,México,Coreia do Sul,0,0,
22/01/2002,Canadá,Equador,0,2,
21/01/2002,Marrocos,Gana,0,0,
19/01/2002,Estados Unidos,Coreia do Sul,2,1,
11/01/2002,Tunísia,Camarões,0,1,
09/12/2001,Coreia do Sul,Estados Unidos,1,0,
25/11/2001,Uruguai,Austrália,3,0,
20/11/2001,Austrália,Uruguai,1,0,
14/11/2001,Polônia,Camarões,0,0,
14/11/2001,Espanha,México,1,0,
14/11/2001,Uruguai,Argentina,1,1,
13/11/2001,Coreia do Sul,Croácia,1,1,
11/11/2001,Austrália,França,1,1,
10/11/2001,Dinamarca,Holanda,1,1,
10/11/2001,Coreia do Sul,Croácia,2,0,
08/11/2001,Coreia do Sul,Senegal,0,1,
07/11/2001,Equador,Uruguai,1,1,
07/10/2001,Costa Rica,México,0,0,
06/10/2001,Croácia,Bélgica,1,0,
04/10/2001,Japão,Senegal,0,2,
28/09/2001,Arábia Saudita,Irã,2,2,
05/09/2001,Argentina,Brasil,2,1,
05/09/2001,Costa Rica,Estados Unidos,2,0,
01/09/2001,Alemanha,Inglaterra,1,5,
01/09/2001,Suíça,Sérvia,1,2,
24/08/2001,Irã,Arábia Saudita,2,0,
15/08/2001,Equador,Argentina,0,2,
15/08/2001,Inglaterra,Holanda,0,2,
15/08/2001,França,Dinamarca,1,0,
15/08/2001,Japão,Austrália,3,0,
05/08/2001,Arábia Saudita,Catar,1,2,
01/08/2001,Catar,Irã,2,1,
25/07/2001,México,Uruguai,2,1,
22/07/2001,Uruguai,Costa Rica,2,1,
16/07/2001,Uruguai,Costa Rica,1,1,
14/07/2001,Senegal,Marrocos,1,0,
12/07/2001,Brasil,México,0,1,
04/07/2001,Japão,Sérvia,1,0,
01/07/2001,México,Estados Unidos,1,0,
01/07/2001,Uruguai,Brasil,1,0,
16/06/2001,México,Costa Rica,1,2,
10/06/2001,Japão,França,0,1,
09/06/2001,Austrália,Brasil,1,0,
07/06/2001,França,Brasil,2,1,
07/06/2001,Japão,Austrália,1,0,
07/06/2001,Estados Unidos,Equador,0,0,
04/06/2001,Camarões,Canadá,2,0,
04/06/2001,Japão,Brasil,0,0,
03/06/2001,França,México,4,0,
03/06/2001,Coreia do Sul,Austrália,1,0,
02/06/2001,Canadá,Brasil,0,0,
02/06/2001,Japão,Camarões,2,0,
02/06/2001,País de Gales,Polônia,1,2,
01/06/2001,Austrália,França,1,0,
01/06/2001,Coreia do Sul,México,2,1,
31/05/2001,Brasil,Camarões,2,0,
31/05/2001,Japão,Canadá,3,0,
30/05/2001,Coreia do Sul,França,0,5,
30/05/2001,México,Austrália,0,2,
25/05/2001,Inglaterra,México,4,0,
25/05/2001,Coreia do Sul,Camarões,0,0,
26/04/2001,Canadá,Irã,1,0,
25/04/2001,França,Portugal,4,0,
25/04/2001,Espanha,Japão,1,0,
25/04/2001,Estados Unidos,Costa Rica,1,0,
24/04/2001,Irã,Coreia do Sul,0,1,
28/03/2001,Equador,Brasil,1,0,
28/03/2001,Portugal,Holanda,2,2,
28/03/2001,Espanha,França,2,1,
24/03/2001,França,Japão,5,0,
24/03/2001,Marrocos,Tunísia,2,0,
24/03/2001,Sérvia,Suíça,1,1,
07/03/2001,México,Brasil,3,3,
03/03/2001,Estados Unidos,Brasil,1,2,
28/02/2001,Inglaterra,Espanha,3,0,
28/02/2001,Suíça,Polônia,0,4,
28/02/2001,Estados Unidos,México,2,0,
27/02/2001,França,Alemanha,1,0,
24/02/2001,Marrocos,Senegal,0,0,
08/02/2001,Marrocos,Coreia do Sul,1,1,
23/01/2001,Sérvia,Japão,1,0,
13/01/2001,Tunísia,Marrocos,0,1,
20/12/2000,Japão,Coreia do Sul,1,1,
20/12/2000,México,Argentina,0,2,
15/11/2000,Canadá,México,0,0,
15/11/2000,Dinamarca,Alemanha,2,1,
15/11/2000,Espanha,Holanda,1,2,
15/11/2000,Tunísia,Suíça,1,1,
29/10/2000,Japão,Arábia Saudita,1,0,
26/10/2000,Coreia do Sul,Arábia Saudita,1,2,
25/10/2000,Estados Unidos,México,2,0,
23/10/2000,Irã,Coreia do Sul,1,2,
20/10/2000,Japão,Catar,1,1,
17/10/2000,Arábia Saudita,Catar,0,0,
14/10/2000,Arábia Saudita,Japão,1,4,
11/10/2000,Holanda,Portugal,0,2,
11/10/2000,Polônia,País de Gales,0,0,
11/10/2000,Estados Unidos,Costa Rica,0,0,
08/10/2000,Argentina,Uruguai,2,1,
07/10/2000,Austrália,Coreia do Sul,2,4,
07/10/2000,Inglaterra,Alemanha,0,1,
04/10/2000,França,Camarões,1,1,
27/09/2000,Catar,Irã,1,2,
20/09/2000,México,Equador,2,0,
03/09/2000,Uruguai,Equador,4,0,
02/09/2000,Bélgica,Croácia,0,0,
02/09/2000,França,Inglaterra,1,1,
16/08/2000,Alemanha,Espanha,4,1,
15/08/2000,México,Canadá,2,0,
26/07/2000,Brasil,Argentina,3,1,
23/07/2000,Costa Rica,Estados Unidos,2,1,
19/07/2000,Argentina,Equador,2,0,
28/06/2000,Brasil,Uruguai,1,1,
28/06/2000,França,Portugal,2,1,
25/06/2000,Holanda,Sérvia,6,1,
25/06/2000,Espanha,França,1,2,
21/06/2000,Holanda,França,3,2,
21/06/2000,Sérvia,Espanha,3,4,
20/06/2000,Portugal,Alemanha,3,0,
17/06/2000,Inglaterra,Alemanha,1,0,
16/06/2000,Holanda,Dinamarca,3,0,
12/06/2000,Portugal,Inglaterra,3,2,
11/06/2000,França,Dinamarca,3,0,
11/06/2000,Tunísia,Senegal,4,1,
11/06/2000,Estados Unidos,México,3,0,
06/06/2000,Marrocos,França,1,5,
04/06/2000,França,Japão,2,2,
04/06/2000,Holanda,Polônia,3,1,
03/06/2000,Dinamarca,Bélgica,2,2,
02/06/2000,Portugal,País de Gales,3,0,
30/05/2000,Coreia do Sul,Sérvia,0,0,
28/05/2000,Croácia,França,0,2,
28/05/2000,Coreia do Sul,Sérvia,0,0,
27/05/2000,Inglaterra,Brasil,1,1,
23/05/2000,País de Gales,Brasil,0,3,
26/04/2000,Brasil,Equador,3,2,
26/04/2000,Alemanha,Suíça,1,1,
26/04/2000,Coreia do Sul,Japão,1,0,
29/03/2000,Bélgica,Holanda,2,2,
29/03/2000,Croácia,Alemanha,1,1,
29/03/2000,Portugal,Dinamarca,2,1,
12/03/2000,Estados Unidos,Tunísia,1,1,
23/02/2000,Bélgica,Portugal,1,1,
23/02/2000,Croácia,Espanha,0,0,
23/02/2000,Inglaterra,Argentina,0,0,
23/02/2000,França,Polônia,1,0,
23/02/2000,Holanda,Alemanha,2,1,
23/02/2000,Catar,País de Gales,0,1,
20/02/2000,México,Canadá,1,2,
17/02/2000,Coreia do Sul,Costa Rica,2,2,
15/02/2000,Canadá,Coreia do Sul,0,0,
13/02/2000,Costa Rica,Canadá,2,2,
10/02/2000,Camarões,Tunísia,3,0,
05/02/2000,Japão,México,0,1,
29/01/2000,Tunísia,Marrocos,0,0,
26/01/2000,Espanha,Polônia,3,0,
22/01/2000,Gana,Camarões,1,1,
18/01/2000,Gana,Tunísia,2,0,
16/01/2000,Estados Unidos,Irã,1,1,
13/01/2000,Senegal,Camarões,0,0,
09/01/2000,México,Irã,2,1,
22/12/1999,Tunísia,Gana,2,0,
21/12/1999,Marrocos,Senegal,0,0,
17/11/1999,Marrocos,Estados Unidos,2,1,
17/11/1999,Espanha,Argentina,0,2,
13/11/1999,França,Croácia,3,0,
13/11/1999,Espanha,Brasil,0,0,
27/10/1999,México,Equador,0,0,
12/10/1999,Uruguai,Equador,0,0,
10/10/1999,Dinamarca,Irã,0,0,
10/10/1999,Inglaterra,Bélgica,2,1,
09/10/1999,Croácia,Sérvia,2,2,
09/10/1999,Holanda,Brasil,2,2,
09/10/1999,País de Gales,Suíça,0,2,
08/09/1999,Japão,Irã,1,1,
08/09/1999,Polônia,Inglaterra,0,0,
07/09/1999,Bélgica,Marrocos,4,0,
07/09/1999,Brasil,Argentina,4,2,
04/09/1999,Argentina,Brasil,2,0,
04/09/1999,Dinamarca,Suíça,2,1,
04/09/1999,Holanda,Bélgica,5,5,
18/08/1999,Dinamarca,Holanda,0,0,
18/08/1999,Polônia,Espanha,1,2,
18/08/1999,Sérvia,Croácia,0,0,
18/08/1999,Uruguai,Costa Rica,5,4,
04/08/1999,México,Brasil,4,3,
03/08/1999,Estados Unidos,Arábia Saudita,2,0,
01/08/1999,Brasil,Arábia Saudita,8,2,
01/08/1999,México,Estados Unidos,1,0,
30/07/1999,Estados Unidos,Alemanha,2,0,
28/07/1999,Brasil,Estados Unidos,1,0,
25/07/1999,México,Arábia Saudita,5,1,
24/07/1999,Brasil,Alemanha,4,0,
18/07/1999,Brasil,Uruguai,3,0,
17/07/1999,Costa Rica,Arábia Saudita,1,0,
14/07/1999,México,Brasil,0,2,
11/07/1999,Brasil,Argentina,2,1,
09/07/1999,Canadá,Arábia Saudita,0,2,
07/07/1999,Uruguai,Argentina,0,2,
04/07/1999,Uruguai,Equador,2,1,
03/07/1999,Brasil,México,2,1,
01/07/1999,Argentina,Equador,3,1,
19/06/1999,Coreia do Sul,Croácia,1,1,
16/06/1999,Brasil,Polônia,2,0,
16/06/1999,Croácia,México,2,1,
13/06/1999,Estados Unidos,Argentina,1,0,
12/06/1999,Coreia do Sul,México,1,1,
09/06/1999,México,Argentina,2,2,
09/06/1999,País de Gales,Dinamarca,0,2,
08/06/1999,Brasil,Holanda,3,1,
06/06/1999,Canadá,Equador,1,2,
05/06/1999,Brasil,Holanda,2,2,
05/06/1999,Coreia do Sul,Bélgica,1,2,
04/06/1999,Canadá,Irã,0,1,
03/06/1999,Japão,Bélgica,0,0,
02/06/1999,Equador,Irã,1,1,
05/05/1999,Espanha,Croácia,3,1,
28/04/1999,Holanda,Marrocos,1,2,
14/04/1999,México,Equador,0,0,
31/03/1999,Japão,Brasil,0,2,
31/03/1999,Holanda,Argentina,1,1,
31/03/1999,Suíça,País de Gales,2,0,
28/03/1999,Coreia do Sul,Brasil,1,0,
27/03/1999,Inglaterra,Polônia,3,1,
13/03/1999,Estados Unidos,México,1,2,
10/02/1999,Croácia,Dinamarca,0,1,
10/02/1999,Inglaterra,França,0,2,
10/02/1999,México,Argentina,0,1,
10/02/1999,Portugal,Holanda,0,0,
06/02/1999,Estados Unidos,Alemanha,3,0,
28/01/1999,Costa Rica,Equador,0,0,
20/01/1999,França,Marrocos,1,0,
18/11/1998,Alemanha,Holanda,1,1,
11/11/1998,Catar,Arábia Saudita,0,0,
06/11/1998,Estados Unidos,Austrália,0,0,
14/10/1998,Brasil,Equador,5,1,
14/10/1998,Suíça,Dinamarca,1,1,
13/10/1998,Holanda,Gana,0,0,
10/10/1998,Dinamarca,País de Gales,1,2,
04/10/1998,Camarões,Gana,1,3,
01/10/1998,Catar,Arábia Saudita,1,3,
23/09/1998,Brasil,Sérvia,1,1,
17/09/1998,Arábia Saudita,Senegal,3,2,
02/09/1998,Marrocos,Senegal,2,0,
02/09/1998,Sérvia,Suíça,1,1,
12/07/1998,França,Brasil,3,0,
11/07/1998,Holanda,Croácia,1,2,
08/07/1998,França,Croácia,2,1,
07/07/1998,Brasil,Holanda,1,1,
04/07/1998,Alemanha,Croácia,0,3,
04/07/1998,Holanda,Argentina,2,1,
03/07/1998,Brasil,Dinamarca,3,2,
30/06/1998,Argentina,Inglaterra,2,2,
29/06/1998,Alemanha,México,2,1,
29/06/1998,Holanda,Sérvia,2,1,
26/06/1998,Argentina,Croácia,1,0,
25/06/1998,Bélgica,Coreia do Sul,1,1,
25/06/1998,Alemanha,Irã,2,0,
25/06/1998,Holanda,México,2,2,
25/06/1998,Estados Unidos,Sérvia,0,1,
24/06/1998,França,Dinamarca,2,1,
21/06/1998,Alemanha,Sérvia,2,2,
21/06/1998,Estados Unidos,Irã,1,2,
20/06/1998,Bélgica,México,2,2,
20/06/1998,Japão,Croácia,0,1,
20/06/1998,Holanda,Coreia do Sul,5,0,
18/06/1998,França,Arábia Saudita,4,0,
16/06/1998,Brasil,Marrocos,3,0,
15/06/1998,Inglaterra,Tunísia,2,0,
15/06/1998,Alemanha,Estados Unidos,2,0,
14/06/1998,Argentina,Japão,1,0,
14/06/1998,Sérvia,Irã,1,0,
13/06/1998,Coreia do Sul,México,1,3,
13/06/1998,Holanda,Bélgica,0,0,
12/06/1998,Arábia Saudita,Dinamarca,0,1,
06/06/1998,Croácia,Austrália,7,0,
06/06/1998,Suíça,Sérvia,1,1,
06/06/1998,Tunísia,País de Gales,4,0,
05/06/1998,Dinamarca,Camarões,1,2,
03/06/1998,Croácia,Irã,2,0,
03/06/1998,Arábia Saudita,México,0,0,
03/06/1998,Sérvia,Japão,1,0,
31/05/1998,Japão,México,1,2,
29/05/1998,Bélgica,Inglaterra,0,0,
29/05/1998,Marrocos,França,2,2,
27/05/1998,Bélgica,França,0,1,
27/05/1998,Marrocos,Inglaterra,0,1,
27/05/1998,Holanda,Camarões,0,0,
23/05/1998,Inglaterra,Arábia Saudita,0,0,
29/04/1998,Brasil,Argentina,0,1,
22/04/1998,Croácia,Polônia,4,1,
22/04/1998,Inglaterra,Portugal,3,0,
22/04/1998,Sérvia,Coreia do Sul,3,1,
01/04/1998,Coreia do Sul,Japão,2,1,
25/03/1998,Alemanha,Brasil,1,2,
25/03/1998,Suíça,Inglaterra,1,1,
01/03/1998,Japão,Coreia do Sul,2,1,
25/02/1998,Bélgica,Estados Unidos,2,0,
24/02/1998,Argentina,Sérvia,3,1,
24/02/1998,México,Holanda,2,3,
22/02/1998,Arábia Saudita,Alemanha,0,3,
21/02/1998,Estados Unidos,Holanda,0,2,
15/02/1998,Austrália,Japão,0,3,
15/02/1998,Estados Unidos,México,0,1,
11/02/1998,Austrália,Coreia do Sul,1,0,
10/02/1998,Estados Unidos,Brasil,1,0,
09/02/1998,Gana,Tunísia,2,0,
07/02/1998,Estados Unidos,Costa Rica,2,1,
28/01/1998,França,Espanha,1,0,
28/01/1998,Tunísia,Sérvia,0,3,
21/12/1997,Brasil,Austrália,6,0,
19/12/1997,Uruguai,Austrália,0,1,
16/12/1997,Brasil,México,3,2,
16/12/1997,Arábia Saudita,Austrália,1,0,
14/12/1997,Austrália,Brasil,0,0,
14/12/1997,Arábia Saudita,México,0,5,
12/12/1997,México,Austrália,1,3,
12/12/1997,Arábia Saudita,Brasil,0,3,
29/11/1997,Austrália,Irã,2,2,
22/11/1997,Irã,Austrália,1,1,
16/11/1997,Costa Rica,Canadá,3,1,
16/11/1997,Japão,Irã,3,2,
16/11/1997,Uruguai,Equador,5,3,
15/11/1997,Inglaterra,Camarões,2,0,
12/11/1997,Catar,Arábia Saudita,0,1,
11/11/1997,Brasil,País de Gales,3,0,
09/11/1997,Canadá,Estados Unidos,0,3,
09/11/1997,México,Costa Rica,3,3,
07/11/1997,Catar,Irã,2,0,
02/11/1997,México,Estados Unidos,0,0,
01/11/1997,Coreia do Sul,Japão,0,2,
24/10/1997,Arábia Saudita,Irã,1,0,
12/10/1997,Argentina,Uruguai,0,0,
12/10/1997,Canadá,México,2,2,
11/10/1997,Bélgica,País de Gales,3,2,
11/10/1997,Arábia Saudita,Catar,1,0,
09/10/1997,Brasil,Marrocos,2,0,
03/10/1997,Irã,Catar,3,0,
28/09/1997,Japão,Coreia do Sul,1,2,
19/09/1997,Irã,Arábia Saudita,1,1,
10/09/1997,Brasil,Equador,4,2,
10/09/1997,Dinamarca,Croácia,3,1,
07/09/1997,Estados Unidos,Costa Rica,1,0,
06/09/1997,Alemanha,Portugal,1,1,
06/09/1997,Holanda,Bélgica,3,1,
17/08/1997,Canadá,Irã,0,1,
13/08/1997,Japão,Brasil,0,3,
10/08/1997,Coreia do Sul,Brasil,1,2,
07/08/1997,Estados Unidos,Equador,0,1,
27/07/1997,Marrocos,Senegal,3,0,
22/06/1997,Equador,México,1,1,
19/06/1997,México,Costa Rica,1,1,
16/06/1997,Brasil,México,3,2,
16/06/1997,Coreia do Sul,Sérvia,1,1,
14/06/1997,Coreia do Sul,Gana,3,0,
13/06/1997,Brasil,Costa Rica,5,0,
12/06/1997,Gana,Sérvia,1,3,
11/06/1997,Argentina,Equador,0,0,
10/06/1997,Inglaterra,Brasil,0,1,
08/06/1997,Japão,Croácia,4,3,
07/06/1997,França,Inglaterra,0,1,
07/06/1997,Marrocos,Gana,1,0,
03/06/1997,França,Brasil,1,1,
01/06/1997,Canadá,Costa Rica,1,0,
31/05/1997,Polônia,Inglaterra,0,2,
21/05/1997,Japão,Coreia do Sul,1,1,
30/04/1997,Argentina,Equador,2,1,
30/04/1997,Brasil,México,4,0,
30/04/1997,Sérvia,Espanha,1,1,
20/04/1997,Estados Unidos,México,2,2,
29/03/1997,Croácia,Dinamarca,1,1,
29/03/1997,Inglaterra,México,2,0,
29/03/1997,País de Gales,Bélgica,1,2,
23/03/1997,Costa Rica,Estados Unidos,3,2,
16/03/1997,Costa Rica,México,0,0,
16/03/1997,Estados Unidos,Canadá,3,0,
09/03/1997,Costa Rica,Camarões,5,0,
02/03/1997,México,Canadá,4,0,
26/02/1997,Brasil,Polônia,4,2,
26/02/1997,França,Holanda,2,1,
12/02/1997,Equador,Uruguai,4,0,
05/02/1997,México,Equador,3,1,
22/01/1997,Austrália,Coreia do Sul,2,1,
22/01/1997,Portugal,França,0,2,
19/01/1997,Estados Unidos,México,0,2,
12/01/1997,Gana,Marrocos,2,2,
12/01/1997,Uruguai,Argentina,0,0,
28/12/1996,Argentina,Sérvia,2,3,
19/12/1996,Irã,Arábia Saudita,0,0,
16/12/1996,Coreia do Sul,Irã,2,6,
14/12/1996,Bélgica,Holanda,0,3,
14/12/1996,Portugal,Alemanha,0,0,
14/12/1996,Espanha,Sérvia,2,0,
14/12/1996,Estados Unidos,Costa Rica,2,1,
11/12/1996,Marrocos,Croácia,2,2,
11/12/1996,Arábia Saudita,Irã,0,3,
01/12/1996,Costa Rica,Estados Unidos,2,1,
13/11/1996,Brasil,Camarões,2,0,
09/11/1996,Dinamarca,França,1,0,
09/11/1996,Holanda,País de Gales,7,1,
23/10/1996,México,Equador,0,1,
19/10/1996,Catar,Arábia Saudita,2,2,
13/10/1996,Japão,Tunísia,1,0,
09/10/1996,Inglaterra,Polônia,2,1,
09/10/1996,Arábia Saudita,Austrália,0,0,
